ID;Nome;Cognome;Data_Nascita;Email;Abbonamento;Scadenza_Certificato;Ultimo_Accesso;Scadenza_Abbonamento;Ban
65,Sara,Ricci,1965-05-26,sara.ricci59@yahoo.com,Annuale,2028-09-16,2025-12-26,2028-04-15,False
66,Riccardo,Moretti,1989-03-23,riccardo.moretti52@gmail.com,Annuale,2027-02-15,2025-10-03,2028-07-26,False
67,Marco,Piccoli,1951-03-29,marco.piccoli81@icloud.com,Semestrale,2027-02-22,2025-06-30,2026-11-18,False
68,Cristiano,Romano,2007-09-30,cristiano.romano1@gmail.com,Semestrale,2027-06-26,2025-10-02,2028-06-23,False
69,Marco,Moretti,1986-01-31,marco.moretti93@outlook.it,Annuale,2028-11-13,2025-07-06,2025-06-04,False
70,Simone,Ferrari,1970-10-01,simone.ferrari50@outlook.it,Annuale,2027-08-12,2025-11-11,2026-01-14,False
71,Riccardo,Gallo,1956-12-31,riccardo.gallo1@gmail.com,Semestrale,2028-12-14,2025-11-14,2026-10-14,False
72,Alessandro,Conti,1979-08-21,alessandro.conti95@outlook.it,Semestrale,2028-12-14,2025-07-04,2025-05-15,False
73,Matteo,Bianchi,1950-02-08,matteo.bianchi10@outlook.it,Annuale,2026-05-02,2025-08-30,2025-03-29,False
74,Alice,Ricci,1974-01-18,alice.ricci15@icloud.com,Semestrale,2027-07-21,2026-01-07,2028-06-19,False
75,Beatrice,Bianchi,1997-06-23,beatrice.bianchi58@gmail.com,Annuale,2026-09-14,2025-06-29,2026-06-08,False
76,Alice,Gallo,1987-11-18,alice.gallo47@gmail.com,Semestrale,2027-02-05,2025-05-15,2026-09-28,False
77,Simone,Colombo,1948-10-31,simone.colombo75@yahoo.com,Semestrale,2026-04-01,2025-10-12,2026-10-16,False
78,Alessandro,Verdi,1968-04-25,alessandro.verdi85@yahoo.com,Annuale,2027-10-04,2026-01-03,2028-06-15,False
79,Alessandro,Piccoli,1983-11-14,alessandro.piccoli66@gmail.com,Semestrale,2027-01-12,2025-04-27,2028-06-24,False
80,Riccardo,Zappa,1959-06-06,riccardo.zappa21@yahoo.com,Annuale,2026-11-08,2025-02-19,2026-07-25,False
81,Valentina,Bianchi,1991-12-18,valentina.bianchi34@yahoo.com,Annuale,2027-02-14,2025-11-30,2027-04-01,False
82,Alice,Ricci,1977-05-16,alice.ricci89@icloud.com,Annuale,2026-10-02,2025-05-07,2025-04-25,True
83,Marco,Ricci,1989-10-31,marco.ricci12@outlook.it,Semestrale,2026-08-19,2025-01-24,2025-02-21,False
84,Beatrice,Ricci,1953-12-31,beatrice.ricci65@gmail.com,Annuale,2028-09-28,2025-09-19,2028-12-07,False
85,Alice,Marino,1980-03-11,alice.marino31@outlook.it,Annuale,2026-09-16,2025-02-20,2025-11-18,False
86,Valentina,Ricci,1955-11-19,valentina.ricci38@outlook.it,Semestrale,2027-05-04,2025-08-05,2026-12-11,False
87,Beatrice,Russo,1982-04-29,beatrice.russo73@gmail.com,Annuale,2027-07-01,2026-01-31,2028-01-30,True
88,Chiara,Ferrari,1973-12-04,chiara.ferrari55@gmail.com,Semestrale,2028-12-19,2025-11-28,2025-01-24,False
89,Giulia,Ferrari,1961-09-13,giulia.ferrari79@yahoo.com,Semestrale,2028-12-10,2025-12-16,2025-08-14,False
90,Davide,Zappa,1953-02-21,davide.zappa47@yahoo.com,Semestrale,2026-08-15,2025-07-07,2028-05-12,False
91,Elena,Ricci,1984-10-02,elena.ricci25@gmail.com,Semestrale,2027-07-01,2025-08-29,2027-02-03,False
92,Cristiano,Ferrari,2009-03-11,cristiano.ferrari53@yahoo.com,Semestrale,2028-08-05,2025-05-14,2027-01-16,False
93,Cristiano,Ricci,1989-03-21,cristiano.ricci82@gmail.com,Semestrale,2028-10-12,2026-01-05,2027-04-27,False
94,Matteo,Rossi,1971-01-26,matteo.rossi16@yahoo.com,Annuale,2027-10-11,2025-12-27,2026-05-24,False
95,Simone,Romano,1969-01-01,simone.romano61@icloud.com,Semestrale,2026-04-18,2025-12-08,2027-06-12,False
96,Valentina,Verdi,1968-01-01,valentina.verdi45@icloud.com,Semestrale,2028-07-23,2025-06-02,2026-04-26,False
97,Sara,Colombo,1983-05-20,sara.colombo56@outlook.it,Annuale,2027-09-12,2025-04-01,2026-04-18,False
98,Davide,Piccoli,1977-02-23,davide.piccoli29@gmail.com,Annuale,2028-05-19,2025-01-31,2028-03-18,False
99,Beatrice,Verdi,1994-09-17,beatrice.verdi65@icloud.com,Annuale,2026-09-13,2025-07-06,2026-02-26,False
100,Sara,Conti,1958-03-12,sara.conti33@gmail.com,Semestrale,2027-08-21,2025-01-17,2027-02-12,False
101,Alessandro,Marino,1960-06-01,alessandro.marino84@outlook.it,Semestrale,2026-04-06,2025-04-16,2028-09-22,False
102,Riccardo,Romano,1971-03-19,riccardo.romano60@icloud.com,Semestrale,2027-07-02,2025-01-10,2025-01-30,False
103,Elena,Zappa,1980-01-22,elena.zappa49@outlook.it,Annuale,2027-11-10,2025-10-26,2027-04-21,False
104,Giulia,Colombo,2015-10-16,giulia.colombo78@gmail.com,Semestrale,2028-04-17,2025-06-06,2025-08-29,True
105,Alessandro,Colombo,2005-11-17,alessandro.colombo43@outlook.it,Semestrale,2028-09-18,2025-02-20,2026-09-02,False
106,Alice,Colombo,1947-10-23,alice.colombo35@outlook.it,Semestrale,2027-09-24,2025-06-02,2027-04-19,False
107,Elena,Conti,1999-06-23,elena.conti12@yahoo.com,Semestrale,2026-09-07,2025-11-25,2028-12-28,False
108,Cristiano,Conti,1999-07-27,cristiano.conti14@yahoo.com,Annuale,2026-06-19,2025-10-09,2025-04-27,False
109,Davide,Moretti,1987-10-09,davide.moretti17@gmail.com,Semestrale,2028-07-09,2025-01-12,2028-08-06,False
110,Marco,Gallo,2012-09-07,marco.gallo80@gmail.com,Semestrale,2027-10-17,2026-01-25,2027-10-27,False
111,Cristiano,Moretti,1958-06-14,cristiano.moretti51@gmail.com,Annuale,2027-11-23,2025-06-10,2027-07-18,False
112,Chiara,Conti,1966-07-29,chiara.conti34@outlook.it,Semestrale,2028-01-13,2025-05-25,2025-07-05,False
113,Cristiano,Bianchi,2013-01-25,cristiano.bianchi2@outlook.it,Semestrale,2028-08-15,2025-06-26,2026-04-18,True
114,Riccardo,Ricci,1946-07-18,riccardo.ricci12@yahoo.com,Annuale,2028-11-27,2025-08-17,2026-11-14,False
115,Alessandro,Ricci,1985-03-20,alessandro.ricci49@gmail.com,Annuale,2026-12-18,2025-08-31,2025-11-05,False
116,Simone,Moretti,1960-07-30,simone.moretti16@yahoo.com,Annuale,2026-07-01,2025-01-15,2027-08-19,False
117,Alessandro,Zappa,1966-09-15,alessandro.zappa19@outlook.it,Annuale,2027-07-18,2025-12-22,2028-01-31,False
118,Chiara,Conti,2005-05-08,chiara.conti2@outlook.it,Semestrale,2026-08-27,2025-01-12,2026-07-08,True
119,Davide,Piccoli,1972-11-05,davide.piccoli68@icloud.com,Annuale,2028-08-08,2025-08-08,2027-02-18,False
120,Elena,Marino,1989-08-25,elena.marino96@outlook.it,Annuale,2026-10-15,2025-10-23,2026-02-16,True
121,Sara,Zappa,1977-04-11,sara.zappa13@gmail.com,Annuale,2028-04-30,2025-04-11,2026-08-16,False
122,Alessandro,Ferrari,2006-04-27,alessandro.ferrari77@outlook.it,Annuale,2026-09-19,2025-03-22,2025-06-15,False
123,Davide,Romano,2009-05-08,davide.romano31@gmail.com,Semestrale,2027-08-16,2025-05-26,2025-02-19,False
124,Alessandro,Romano,1952-09-08,alessandro.romano34@gmail.com,Semestrale,2026-06-16,2026-01-09,2028-04-17,False
125,Valentina,Romano,1951-12-16,valentina.romano33@outlook.it,Semestrale,2027-09-21,2025-10-11,2028-08-16,False
126,Elena,Rossi,1980-03-24,elena.rossi90@gmail.com,Annuale,2028-08-25,2025-03-07,2026-12-14,False
127,Chiara,Colombo,1964-01-16,chiara.colombo80@icloud.com,Semestrale,2028-10-02,2026-02-01,2027-01-01,False
128,Sara,Marino,1971-02-16,sara.marino92@gmail.com,Annuale,2027-07-27,2025-05-18,2027-01-19,False
129,Alice,Bianchi,1951-11-06,alice.bianchi67@outlook.it,Semestrale,2028-06-23,2025-02-05,2028-05-15,False
130,Alessandro,Marino,1977-08-15,alessandro.marino84@yahoo.com,Annuale,2027-06-08,2025-11-02,2025-10-19,False
131,Cristiano,Bianchi,2006-02-27,cristiano.bianchi14@icloud.com,Semestrale,2026-08-18,2025-04-08,2027-09-04,False
132,Cristiano,Moretti,1990-05-31,cristiano.moretti24@outlook.it,Semestrale,2028-09-23,2025-01-27,2026-11-23,False
133,Elena,Romano,1994-12-19,elena.romano68@yahoo.com,Annuale,2028-04-21,2025-12-23,2027-05-27,False
134,Marco,Rossi,2008-07-30,marco.rossi92@gmail.com,Semestrale,2026-11-15,2025-08-18,2028-04-28,False
135,Marco,Colombo,1961-03-30,marco.colombo41@icloud.com,Annuale,2027-06-22,2025-01-21,2027-07-12,False
136,Sara,Piccoli,1969-11-05,sara.piccoli74@yahoo.com,Semestrale,2028-02-28,2025-12-21,2026-01-17,False
137,Simone,Ferrari,2001-06-18,simone.ferrari53@yahoo.com,Semestrale,2028-05-23,2025-03-07,2026-11-23,False
138,Giulia,Moretti,1999-03-14,giulia.moretti20@outlook.it,Semestrale,2027-09-18,2025-11-14,2028-05-18,False
139,Alessandro,Zappa,1987-06-22,alessandro.zappa21@outlook.it,Annuale,2027-01-16,2025-09-05,2027-11-15,False
140,Marco,Colombo,1970-10-09,marco.colombo58@icloud.com,Semestrale,2027-02-13,2025-06-11,2025-10-19,False
141,Chiara,Ferrari,2008-07-15,chiara.ferrari84@icloud.com,Semestrale,2026-10-05,2025-09-17,2025-03-27,False
142,Alessandro,Bianchi,1963-09-21,alessandro.bianchi28@yahoo.com,Semestrale,2027-07-19,2026-01-25,2025-01-01,False
143,Matteo,Ferrari,1993-02-09,matteo.ferrari22@icloud.com,Semestrale,2028-05-09,2025-10-27,2027-11-21,False
144,Simone,Piccoli,2002-12-03,simone.piccoli9@gmail.com,Annuale,2028-06-06,2025-04-21,2027-05-04,False
145,Davide,Bianchi,1954-12-19,davide.bianchi46@gmail.com,Annuale,2027-01-06,2025-10-10,2028-08-11,True
146,Davide,Romano,1996-07-05,davide.romano6@gmail.com,Semestrale,2027-05-11,2025-03-10,2028-04-19,False
147,Sara,Russo,1985-06-22,sara.russo86@yahoo.com,Semestrale,2028-12-21,2025-07-28,2028-05-27,False
148,Alice,Ricci,1971-12-05,alice.ricci48@yahoo.com,Semestrale,2026-09-30,2026-01-12,2028-09-15,False
149,Beatrice,Piccoli,1996-01-06,beatrice.piccoli1@icloud.com,Semestrale,2028-02-07,2025-12-18,2028-12-01,False
150,Elena,Bianchi,1959-02-14,elena.bianchi35@yahoo.com,Annuale,2028-07-30,2025-07-11,2028-01-13,False
151,Alessandro,Ferrari,1960-09-19,alessandro.ferrari29@icloud.com,Semestrale,2026-03-19,2025-10-27,2025-10-12,False
152,Riccardo,Ricci,1948-03-30,riccardo.ricci9@outlook.it,Semestrale,2026-09-17,2025-10-19,2025-04-27,True
153,Sara,Piccoli,1971-05-03,sara.piccoli12@outlook.it,Semestrale,2028-02-03,2025-07-02,2025-02-14,False
154,Valentina,Marino,1966-01-16,valentina.marino11@gmail.com,Annuale,2027-07-17,2025-03-29,2025-12-25,False
155,Elena,Verdi,2011-02-28,elena.verdi87@icloud.com,Annuale,2028-11-13,2025-09-29,2028-10-05,False
156,Beatrice,Moretti,1955-02-04,beatrice.moretti30@gmail.com,Annuale,2028-08-05,2025-08-14,2028-11-21,False
157,Cristiano,Russo,1972-02-08,cristiano.russo86@outlook.it,Semestrale,2027-08-22,2026-01-08,2026-03-03,False
158,Matteo,Conti,1974-10-05,matteo.conti30@gmail.com,Semestrale,2027-01-04,2025-03-27,2025-05-25,False
159,Valentina,Russo,1959-08-06,valentina.russo49@gmail.com,Annuale,2027-11-05,2025-10-27,2025-03-08,False
160,Sara,Piccoli,1983-09-07,sara.piccoli89@icloud.com,Semestrale,2028-11-13,2025-04-13,2028-05-04,False
161,Chiara,Ricci,1959-10-14,chiara.ricci98@yahoo.com,Annuale,2028-07-08,2026-01-09,2026-09-22,False
162,Beatrice,Ricci,2002-10-02,beatrice.ricci4@gmail.com,Annuale,2027-09-10,2025-05-12,2028-01-31,False
163,Giulia,Piccoli,1987-12-01,giulia.piccoli20@icloud.com,Semestrale,2026-12-02,2025-04-08,2027-04-01,False
164,Valentina,Romano,1965-07-23,valentina.romano76@gmail.com,Annuale,2027-10-23,2025-04-11,2025-12-29,False
165,Riccardo,Moretti,1984-12-04,riccardo.moretti24@yahoo.com,Annuale,2027-04-29,2025-05-05,2027-10-09,False
166,Valentina,Rossi,1949-07-20,valentina.rossi19@outlook.it,Annuale,2028-08-02,2025-06-03,2028-05-24,False
167,Elena,Rossi,1969-02-03,elena.rossi20@gmail.com,Annuale,2027-04-11,2025-09-30,2026-10-23,False
168,Alessandro,Rossi,1998-03-22,alessandro.rossi39@icloud.com,Annuale,2026-12-09,2025-02-20,2026-08-28,False
169,Cristiano,Piccoli,2009-02-17,cristiano.piccoli20@icloud.com,Semestrale,2028-09-21,2025-08-14,2027-03-06,False
170,Giulia,Russo,1977-08-18,giulia.russo30@outlook.it,Annuale,2028-03-05,2025-02-05,2025-01-14,False
171,Sara,Moretti,1991-06-01,sara.moretti95@yahoo.com,Annuale,2026-08-17,2025-06-29,2026-02-17,False
172,Riccardo,Piccoli,1985-06-23,riccardo.piccoli73@gmail.com,Annuale,2026-02-27,2025-07-30,2028-07-23,True
173,Alessandro,Piccoli,1977-08-04,alessandro.piccoli50@outlook.it,Semestrale,2028-02-29,2025-05-23,2025-11-21,False
174,Beatrice,Ferrari,2000-05-07,beatrice.ferrari72@icloud.com,Annuale,2027-01-20,2025-11-14,2026-02-28,False
175,Chiara,Russo,1950-08-16,chiara.russo33@yahoo.com,Semestrale,2027-04-02,2025-06-17,2027-10-14,False
176,Riccardo,Moretti,2000-01-06,riccardo.moretti35@yahoo.com,Semestrale,2026-09-25,2025-08-05,2025-10-25,False
177,Sara,Rossi,1972-09-04,sara.rossi51@yahoo.com,Semestrale,2027-02-11,2025-06-03,2028-07-18,False
178,Chiara,Conti,2015-12-22,chiara.conti96@gmail.com,Semestrale,2028-04-15,2025-11-05,2028-01-16,False
179,Giulia,Zappa,1975-01-25,giulia.zappa32@gmail.com,Semestrale,2027-12-17,2025-06-13,2027-08-11,False
180,Sara,Colombo,2008-03-15,sara.colombo34@gmail.com,Annuale,2028-10-12,2025-09-29,2028-01-06,False
181,Alice,Gallo,1956-10-28,alice.gallo32@icloud.com,Annuale,2027-06-10,2025-02-24,2028-08-21,False
182,Beatrice,Russo,1976-05-19,beatrice.russo60@outlook.it,Semestrale,2028-09-23,2025-03-25,2027-03-31,False
183,Alessandro,Conti,1954-06-12,alessandro.conti38@gmail.com,Annuale,2026-07-18,2025-08-08,2027-01-30,False
184,Giulia,Piccoli,1962-07-04,giulia.piccoli31@gmail.com,Annuale,2028-09-22,2025-02-09,2026-02-19,False
185,Giulia,Bianchi,1990-02-28,giulia.bianchi50@yahoo.com,Semestrale,2028-10-19,2025-08-04,2026-10-09,False
186,Simone,Colombo,1999-12-28,simone.colombo81@gmail.com,Semestrale,2028-08-01,2025-07-11,2026-06-16,False
187,Sara,Colombo,1951-08-22,sara.colombo93@gmail.com,Annuale,2027-02-14,2025-12-15,2028-12-14,False
188,Davide,Rossi,1990-03-22,davide.rossi86@gmail.com,Semestrale,2026-03-10,2025-08-06,2027-10-09,False
189,Alice,Marino,1998-01-23,alice.marino88@yahoo.com,Semestrale,2028-12-01,2025-09-15,2025-07-07,False
190,Alessandro,Conti,1974-05-30,alessandro.conti45@yahoo.com,Semestrale,2027-01-01,2025-03-05,2027-11-03,False
191,Davide,Zappa,2010-11-19,davide.zappa68@icloud.com,Annuale,2028-05-26,2025-09-25,2025-07-05,False
192,Chiara,Zappa,2004-09-20,chiara.zappa92@yahoo.com,Annuale,2027-06-27,2025-05-19,2026-01-05,False
193,Davide,Verdi,1984-12-31,davide.verdi92@gmail.com,Annuale,2028-04-19,2025-11-19,2027-02-11,False
194,Valentina,Piccoli,1972-09-04,valentina.piccoli71@icloud.com,Semestrale,2027-06-06,2026-02-01,2025-01-18,False
195,Chiara,Ricci,2004-10-11,chiara.ricci42@yahoo.com,Semestrale,2028-03-04,2025-11-12,2027-04-29,False
196,Matteo,Zappa,2005-07-24,matteo.zappa18@gmail.com,Semestrale,2028-07-10,2025-01-08,2027-10-24,False
197,Davide,Gallo,2001-05-30,davide.gallo70@gmail.com,Semestrale,2026-04-23,2025-09-10,2026-02-20,False
198,Simone,Verdi,1964-06-18,simone.verdi9@yahoo.com,Semestrale,2027-05-15,2025-10-15,2028-12-14,False
199,Riccardo,Russo,1996-03-25,riccardo.russo1@gmail.com,Semestrale,2028-10-14,2025-03-12,2027-04-24,False
200,Alessandro,Conti,2010-11-23,alessandro.conti6@gmail.com,Annuale,2026-11-22,2025-07-28,2026-06-16,False
